timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode
1786288994.3172596,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.614,,1,shadow
1786288998.8172224,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.537,,1,shadow
1786288999.692104,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.45,,1,shadow
1786289000.5672302,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.589,,1,shadow
1786289001.3170505,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.526,,1,shadow
1786289003.692817,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.584,,1,shadow
1786289004.4432912,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.634,,1,shadow
1786289005.317728,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.558,,1,shadow
1786289005.9427135,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.523,,1,shadow
1786289006.1929152,ALERT_TRIGGER,TRACKING,ALERT,0,0.571,,1,shadow
1786289006.3179903,ALERT_CLEARED,HOLD,NOMINAL,0,0.584,,1,shadow
1786289006.8174846,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.541,,1,shadow
1786289012.3179672,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.69,,1,shadow
1786289013.1925743,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.542,,1,shadow
1786289017.0672927,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.407,,1,shadow
1786289017.9424825,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.479,,1,shadow
1786289018.8175092,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.531,,1,shadow
1786289023.3185434,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.817,,1,shadow
1786289024.1926057,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.602,,1,shadow
1786289028.067292,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.408,,1,shadow
1786289030.5675485,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.436,,1,shadow
1786289031.4426455,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.478,,1,shadow
1786289036.818805,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.887,,1,shadow
1786289037.6927667,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.546,,1,shadow
1786289041.567462,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.492,,1,shadow
1786289042.4426877,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.508,,1,shadow
1786289047.8182108,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.548,,1,shadow
1786289048.6925704,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.466,,1,shadow
1786289052.567543,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.555,,1,shadow
1786289053.4432817,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.592,,1,shadow
1786289054.1924646,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.576,,1,shadow
1786289055.0674746,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.557,,1,shadow
1786289059.692608,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.509,,1,shadow
1786289060.4426293,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.467,,1,shadow
1786289061.317507,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.435,,1,shadow
1786289065.1923854,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.461,,1,shadow
1786289066.0673585,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.463,,1,shadow
1786289066.9423072,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.448,,1,shadow
1786289071.442519,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.435,,1,shadow
1786289072.317387,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.465,,1,shadow
1786289073.1925774,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.587,,1,shadow
1786289077.0672126,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.46,,1,shadow
1786289077.942909,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.877,,1,shadow
1786289078.6930583,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.717,,1,shadow
1786289079.5675633,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.6,,1,shadow
1786289082.4425182,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,0.649,,1,shadow
1786289083.3186564,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,1.262,,1,shadow
1786289089.3286712,HOLD_TIMEOUT,IDLE,NOMINAL,0,0.594,,1,shadow
