timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode
1786289273.0065382,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.563,,1,shadow
1786289273.8812652,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.468,,1,shadow
1786289275.5067847,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.536,,1,shadow
1786289278.3814538,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.484,,1,shadow
1786289279.2560427,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.419,,1,shadow
1786289280.1325095,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.757,,1,shadow
1786289280.8814976,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.463,,1,shadow
1786289281.7566288,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.639,,1,shadow
1786289285.6317585,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.689,,1,shadow
1786289286.506677,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.535,,1,shadow
1786289287.381345,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.484,,1,shadow
1786289291.8815324,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.566,,1,shadow
1786289292.7565722,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.606,,1,shadow
1786289293.6314578,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.582,,1,shadow
1786289297.5064125,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.546,,1,shadow
1786289298.381461,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.581,,1,shadow
1786289300.0066147,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.509,,1,shadow
1786289302.8816001,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.511,,1,shadow
1786289303.7564826,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.538,,1,shadow
1786289304.6327057,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.021,,1,shadow
1786289305.381434,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.493,,1,shadow
1786289310.1316385,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.628,,1,shadow
1786289311.006519,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.548,,1,shadow
1786289316.38157,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.638,,1,shadow
1786289317.256584,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.593,,1,shadow
1786289321.131677,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.685,,1,shadow
1786289322.006266,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.551,,1,shadow
1786289322.8814247,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.556,,1,shadow
1786289327.3814597,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.476,,1,shadow
1786289328.2564445,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.51,,1,shadow
1786289329.88181,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.534,,1,shadow
1786289332.1313388,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.494,,1,shadow
1786289333.0063915,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.499,,1,shadow
1786289334.632415,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.87,,1,shadow
1786289335.506488,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.579,,1,shadow
