timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781429260.8942866,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781429261.3956926,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429262.395104,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429263.3938825,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781429269.3972807,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429269.8949447,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429270.8946078,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781429273.397518,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429273.8934212,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429274.8937898,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781429316.39485,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429437.8954966,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781429438.894607,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781429508.8972313,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429804.8966365,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781429805.895526,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781429827.8947198,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429828.3961344,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429828.8962786,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429829.3951247,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781429830.3935997,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429832.8970735,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429833.8968334,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD1A-OUT
1781429840.39702,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429841.8933427,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429842.3961725,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429929.8946736,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781429930.893953,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781429934.8940256,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429935.8958628,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT
1781429936.3954122,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429937.3948257,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT
1781429938.3941145,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781429944.895265,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781429945.3973298,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781429946.397473,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
