timestamp,event,ap_state,rpn_result,fail_count,trigger_channels
1781427602.1662443,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781427603.1653523,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781427604.1649697,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT
1781427610.1651437,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781427610.6654549,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781427611.6647213,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781427614.1671185,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781427614.6631796,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781427615.662436,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781427657.164687,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781427778.6657677,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781427779.665176,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781427849.6641846,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428145.6662974,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT|PD1A-OUT
1781428146.6657317,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781428168.662347,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428169.1657631,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781428169.6665719,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428170.1654227,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781428171.1647403,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428173.6665611,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781428174.6666484,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD1A-OUT
1781428181.1669254,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428182.6622996,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781428183.1666374,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428270.6650665,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OUT
1781428271.6641228,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OUT|PD1A-OUT
1781428275.6627233,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428276.6653907,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT
1781428277.1658332,PRE_ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428278.1653855,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD3A-OU|PD1A-OUT
1781428279.1640515,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD3A-OU|PD3A-OUT|PD1A-OUT
1781428285.6629615,ALERT→NOMINAL,NOMINAL,NORMAL,0,
1781428286.166207,NOMINAL→PRE_ALERT,PRE_ALERT,TRIGGERED,1,PD1A-OUT
1781428287.1664128,PRE_ALERT→ALERT,ALERT,TRIGGERED,3,PD1A-OUT
